office,funding_year,start_page,status,record_count,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2024,17,ok,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2025,18,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2024,19,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2025,20,ok,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (D),2025,21,ok,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (D),2026,22,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2024,23,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2025,24,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2026,25,ok,0,0,0.0,0.0,0,0
MAJORITY WHIP (D),2024,26,ok,0,0,0.0,0.0,0,0
MINORITY WHIP (D),2025,27,ok,0,0,0.0,0.0,0,0
MINORITY WHIP (D),2026,28,ok,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2024,29,ok,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY CONFERENCE COMMITTEE (D),2025,30,ok,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY CONFERENCE COMMITTEE (D),2026,31,ok,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY POLICY COMMITTEE (D),2024,32,ok,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY POLICY COMMITTEE (D),2025,33,ok,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY POLICY COMMITTEE (D),2026,34,ok,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,35,ok,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2026,36,ok,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (R),2024,37,ok,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (R),2025,38,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2025,39,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2026,40,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2024,41,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2025,42,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2026,43,ok,1,1,15.07,0.0,0,0
MINORITY WHIP (R),2024,44,ok,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2025,45,ok,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2026,46,ok,0,0,0.0,0.0,0,0
CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2024,47,ok,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R),2025,48,ok,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R),2026,49,ok,1,1,258.85,0.0,0,0
CHAIRMAN MINORITY POLICY COMMITTEE (R),2024,50,ok,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY POLICY COMMITTEE (R),2025,51,ok,0,0,0.0,0.0,0,0
CHAIRMAN MAJORITY POLICY COMMITTEE (R),2026,52,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (D),2024,53,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2025,54,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2026,55,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2024,56,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2025,57,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2026,58,ok,0,0,0.0,0.0,0,0
APPROPRIATIONS,2024,59,ok,0,0,0.0,0.0,0,0
APPROPRIATIONS,2025,60,ok,0,0,0.0,0.0,0,0
APPROPRIATIONS,2026,61,ok,119,119,8730609.99,0.0,0,0
CHAPLAIN,2024,64,ok,0,0,0.0,0.0,0,0
CHAPLAIN,2025,65,ok,0,0,0.0,0.0,0,0
CHAPLAIN,2025,66,ok,0,0,0.0,0.0,0,0
CHAPLAIN,2026,67,ok,4,4,344049.88,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2024,68,ok,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2025,69,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2024,70,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2025,71,ok,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (D),2025,72,ok,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (D),2026,73,ok,5,5,167206.87,0.0,0,0
MAJORITY LEADER (D),2024,74,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2025,75,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2026,76,ok,37,37,1232449.73,0.0,0,0
MAJORITY WHIP (D),2024,78,ok,0,0,0.0,0.0,0,0
MINORITY WHIP (D),2025,79,ok,0,0,0.0,0.0,0,0
MINORITY WHIP (D),2026,80,ok,28,28,954092.97,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2024,82,ok,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2025,83,ok,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2026,84,ok,18,18,781481.28,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2024,85,ok,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2025,86,ok,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2026,87,ok,21,21,792897.94,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (D)",2024,88,ok,0,0,0.0,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (D)",2025,89,ok,0,0,0.0,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (D)",2026,90,ok,8,8,161280.05,0.0,0,0
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,91,ok,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2026,92,ok,35,35,1415570.73,0.0,0,0
PRES PRO TEM EMERITUS (R),2024,94,ok,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (R),2025,95,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2025,96,ok,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2026,97,ok,8,8,344163.69,0.0,0,0
MINORITY LEADER (R),2024,98,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2025,99,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2026,100,ok,24,24,1287892.03,0.0,0,0
MINORITY WHIP (R),2024,101,ok,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2025,102,ok,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2026,103,ok,14,14,940182.65,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,104,ok,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2025,105,ok,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2026,106,ok,17,17,830179.97,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,107,ok,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2025,108,ok,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2026,109,ok,18,18,913042.1,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (R)",2024,110,ok,0,0,0.0,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2025,111,ok,0,0,0.0,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2026,112,ok,4,4,143632.34,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2024,113,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2025,114,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2026,115,ok,9,9,525554.74,0.0,0,0
SECRETARY FOR THE MINORITY (R),2024,116,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2025,117,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2026,118,ok,9,9,614044.26,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,119,ok,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,120,ok,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,121,ok,1018,1018,56239195.0,0.0,0,0
SECRETARY OF THE SENATE,2024,142,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2024,143,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2025,144,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2025,145,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2026,146,ok,243,243,15616139.22,0.0,0,0
"SECRETARY OF THE SENATE Funding Year X (NO-YEAR) SALARIES, OFFICERS AND EMPLOYEES",,152,ok,0,0,0.0,0.0,0,0
APPROPRIATIONS,2022,153,ok,0,0,0.0,0.0,0,0
APPROPRIATIONS,2023,154,ok,4,4,20481.59,0.0,0,0
APPROPRIATIONS,2024,155,ok,10,10,127467.27,0.0,0,0
APPROPRIATIONS,2025,156,ok,3,3,203.91,0.0,0,0
APPROPRIATIONS,2026,157,ok,5,5,212.08,0.0,0,0
CHAPLAIN,2022,158,ok,0,0,0.0,0.0,0,0
CHAPLAIN,2023,159,ok,0,0,0.0,0.0,0,0
CHAPLAIN,2024,160,ok,7,7,32.97,0.0,0,0
CHAPLAIN,2025,161,ok,2,2,7.83,0.0,0,0
CHAPLAIN,2026,162,ok,2,2,24.53,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2022,163,ok,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2023,164,ok,1,1,202.29,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2024,165,ok,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2024,166,ok,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2025,167,ok,2,2,741.99,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2026,168,ok,5,5,1583.51,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2022,169,ok,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2023,170,ok,1,1,2447.41,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2024,171,ok,1,1,19872.72,0.0,0,0
MINORITY POLICY COMMITTEE (D),2025,172,ok,7,7,1598.6,0.0,0,0
MINORITY POLICY COMMITTEE (D),2026,173,ok,2,2,469.96,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2024,174,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2025,175,ok,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2024,176,ok,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2025,177,ok,5,5,1518.68,0.0,0,0
MAJORITY LEADER (R),2026,178,ok,4,4,1255.52,0.0,0,0
MINORITY WHIP (R),2024,179,ok,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2025,180,ok,8,8,16201.47,0.0,0,0
MAJORITY WHIP (R),2026,181,ok,5,5,2205.2,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2022,182,ok,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2023,183,ok,1,1,30.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,184,ok,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,185,ok,140,140,44964.28,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2025,191,ok,1,1,2864.04,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2026,192,ok,7,7,36223.12,0.0,0,0
MINORITY POLICY COMMITTEE (R),2022,193,ok,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2023,194,ok,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,195,ok,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,196,ok,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2025,197,ok,13,13,12929.71,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2025,198,ok,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2026,199,ok,5,5,1946.91,0.0,0,0
SECRETARY FOR THE MINORITY (R),2024,200,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2026,201,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2022,202,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2022,203,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2022,204,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,205,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2023,206,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2023,207,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,208,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2024,209,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2024,210,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2025,211,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2025,212,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2025,213,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2026,214,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2026,215,ok,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2026,216,ok,0,0,0.0,0.0,0,0
CONSULTANTS,2022,217,ok,0,0,0.0,0.0,0,0
CONSULTANTS,2023,218,ok,0,0,0.0,0.0,0,0
CONSULTANTS,2024,219,ok,0,0,0.0,0.0,0,0
CONSULTANTS,2025,220,ok,0,0,0.0,0.0,0,0
CONSULTANTS,2026,221,fail,32,32,3082133.99,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2022,223,ok,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2023,224,ok,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2024,225,ok,1,1,428518.43,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2025,226,ok,1,1,347176.98,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2026,227,ok,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2022,228,ok,0,0,0.0,0.0,0,0
